model_name,subfolder,weight_file,accuracy,precision,recall,f1_score
Mini_ECGNet,Clean,sp0_8_sp1_12_epoch_033-0.8884-0.2989.h5,0.88693234476367,0.8189500482508862,0.5607393221731447,0.657552451608251
Mini_ECGNet,Clean,sp0_8_sp1_12_epoch_061-0.8879-0.2871.h5,0.8939990732159406,0.8003376055837301,0.6174610827138793,0.6912731123046074
Mini_ECGNet,Clean,sp0_8_sp1_12_epoch_074-0.8865-0.3228.h5,0.8883225208526413,0.8206101769326573,0.5812616904230636,0.6571835285297837
